41,159,19,10000,0,0,1,3,1515283200,223,0
39,967,14,500000,0,0,1,3,0,125,0
47,87510,8.7,5000000,0,0,1,3,1533081600,223,0
45,215644,25,50000000,0,0,4,3,1528416000,232,0
43,967,2.8,100000,0,0,1,3,0,28,0
44,167,5.6,50000,0,0,1,3,1490486400,160,0
38,178,19,50000,0,0,1,3,1524700800,223,0
41,36815,29,1000000,0,0,1,3,1528934400,232,0
44,13791,33,1000000,0,0,1,3,1505865600,185,0
47,121,3.1,10000,0,0,1,3,0,177,0
44,13880,28,1000000,0,0,1,3,1509062400,227,0
44,8788,12,1000000,0,0,1,3,1532995200,219,0
42,44829,20,10000000,0,0,4,3,1522627200,227,0
46,4326,21,100000,0,0,1,3,1529971200,236,0
44,1518,37,100000,0,0,1,3,1533254400,160,0
32,55,2.7,5000,0,0,1,3,1528243200,232,0
47,3632,5.5,500000,0,0,1,3,1532995200,227,0
45,27,17,10000,0,0,1,3,1510012800,160,0
43,194216,39,5000000,0,0,1,3,1533254400,223,0
46,224399,31,10000000,0,0,1,3,1532908800,227,0
40,450,14,100000,0,0,1,3,1524182400,227,0
41,654,12,100000,0,0,1,3,1521504000,223,0
47,7699,4.2,500000,0,0,2,3,1531353600,223,0
41,61,7,100000,0,0,1,3,0,7,0
47,118,23,50000,0,0,1,3,1530921600,227,0
48,192,6,10000,0,0,1,3,1524614400,185,0
47,20260,25,500000,0,0,1,3,0,21,0
41,203,6.1,100000,0,0,1,3,1521590400,223,0
39,136,4.6,10000,0,0,1,3,1531353600,160,0
41,223,4.2,100000,0,0,1,3,1503360000,160,0
42,1120,9.2,100000,0,0,1,3,1531353600,223,0
41,227,5.2,50000,0,0,1,3,1527724800,160,0
45,5035,11,100000,0,0,1,3,1531958400,219,0
42,1015,11,100000,0,0,1,3,1515196800,227,0
47,353,4.2,10000,0,0,4,3,1524787200,227,0
38,564,9.2,100000,0,0,1,3,1531267200,227,0
47,8145,24,500000,0,0,1,3,0,23,0
41,36639,21.5161654357743,5000000,0,0,1,3,1531526400,161,0
47,158,11,10000,0,0,1,3,1511913600,223,0
40,591,9.4,500000,0,0,1,3,1522454400,219,0
42,117,15,10000,0,0,1,3,1532044800,223,0
45,176,10,100000,0,0,1,3,1522627200,223,0
44,295221,21.5161654357743,10000000,0,0,1,3,1532908800,267,0
38,2206,1.2,100000,0,0,1,3,0,87,0
42,26,12,10000,0,0,1,3,1514937600,227,0
47,174531,24,10000000,0,0,1,3,1532995200,227,0
46,1070,26,100000,0,0,1,3,1510617600,227,0
42,85,8,100000,0,0,1,3,1513468800,227,0
43,845,7.9,100000,0,0,1,3,1527465600,160,0
42,367,25,100000,0,0,1,4,1525910400,223,1
40,1598,56,1000000,0,0,1,4,1532563200,227,1
38,284,57,100000,0,0,1,4,1532563200,227,1
46,17057,21.5161654357743,1000000,0,0,1,4,1532908800,267,1
39,129,35,100000,0,0,1,4,1532563200,227,1
43,542,33,100000,0,0,1,4,1532995200,227,1
49,10479,33,100000,0,0,1,4,1531872000,219,1
44,805,5.6,50000,0,0,1,4,1532822400,236,1
42,129,54,100000,0,0,1,4,1532563200,227,1
40,1403,0.1962890625,100000,0,0,1,4,1409011200,153,1
39,3971,3.6,100000,0,0,1,4,1532908800,236,1
46,534,5.7,10000,0,0,1,4,1531008000,223,1
49,7774,17,100000,0,0,1,4,1530576000,232,1
43,38846,8.6,1000000,0,0,1,4,1532736000,227,1
46,2431,2.4,100000,0,0,1,4,1528761600,219,1
49,6090,27,100000,0,0,1,4,1530576000,232,1
39,295,2.7,10000,0,0,1,4,1532908800,236,1
40,190,2.5,50000,0,0,1,4,1476403200,160,1
43,40211,21.5161654357743,5000000,0,0,1,4,1532908800,267,1
39,356,21.5161654357743,100000,0,0,1,4,1527206400,267,1
42,52530,7,5000000,0,0,1,4,1531699200,223,1
48,116986,35,5000000,0,0,1,4,1533168000,223,1
36,1379,16,500000,0,0,1,4,1533168000,232,1
42,271920,16,10000000,0,0,4,4,1531267200,242,1
48,736,21.5161654357743,100000,0,0,1,4,1532822400,161,1
48,7021,17,500000,0,0,1,4,1532649600,219,1
46,197,3.4,50000,0,0,1,4,1528934400,219,1
45,737,8.9,100000,0,0,1,4,1528416000,227,1
43,3574,3.9,1000000,0,0,2,4,1530662400,219,1
45,994,2.9,100000,0,0,1,4,1522108800,227,1
49,197136,38,1000000,0,0,1,4,1531612800,227,1
39,142,32,50000,0,0,1,4,1532390400,248,1
44,15168,37,1000000,0,0,1,4,1532649600,232,1
40,2155,15,500000,0,0,1,4,1532908800,242,1
43,138,5.4,100000,0,0,1,4,1532304000,223,1
37,5414,18,1000000,0,0,1,4,1532304000,236,1
44,21777,21.5161654357743,1000000,0,0,1,4,1533340800,267,1
43,348,38,100000,0,0,1,4,1532822400,160,1
32,250,1.1,100000,0,0,1,4,1524787200,223,1
46,13372,21.5161654357743,1000000,0,0,1,4,1533254400,267,1
46,7880,21.5161654357743,100000,0,0,1,4,1525910400,267,1
45,3617,7.9,100000,0,0,1,4,1526428800,227,1
37,4806,35,1000000,0,0,1,4,1532995200,223,1
46,65786,21.5161654357743,1000000,0,0,1,4,1533168000,223,1
46,31433,17,1000000,0,0,1,4,1533168000,223,1
46,5097,19,1000000,0,0,1,4,1532304000,223,1
40,1754,14,500000,0,0,1,4,1527897600,219,1
44,2680,2.2,500000,0,0,1,4,1521504000,223,1
40,1288,4.5,100000,0,0,1,4,1524268800,219,1
47,18900,17,500000,0,0,1,5,1533168000,242,2
49,49790,14,1000000,0,0,1,5,1510185600,227,2
47,1150,9.8,100000,0,0,1,5,1526342400,227,2
39,1739,21,500000,0,0,1,5,1531353600,223,2
39,32090,21.5161654357743,1000000,0,0,1,5,1477267200,267,2
42,2225,52,500000,0,0,1,5,1519776000,227,2
46,4369,14,100000,0,0,1,5,1532476800,223,2
43,8572,25,1000000,0,0,1,5,1525910400,219,2
47,964,9,50000,0,0,1,5,1529539200,232,2
47,42050,21.5161654357743,1000000,0,0,1,5,1528156800,242,2
48,104,12,10000,0,0,1,5,1529971200,223,2
42,17934,21.5161654357743,1000000,0,0,1,5,1505174400,267,2
43,601,35,100000,0,0,1,5,1527897600,219,2
45,36,6.7,10000,0,0,1,5,1532563200,219,2
41,187,30,50000,0,0,4,5,1532390400,223,2
41,182,5.7,100000,0,0,2,5,1505865600,185,2
42,30,2.9,10000,0,0,1,5,1523232000,223,2
45,134,17,10000,0,0,1,5,1519862400,223,2
44,74,2.9,10000,0,0,1,5,1522886400,223,2
40,113715,21.5161654357743,10000000,0,0,1,5,1501718400,267,2
41,3595,21.5161654357743,500000,0,0,1,5,1527120000,219,2
41,9315,2.6,1000000,0,0,1,5,1511222400,219,2
44,75,4.2,50000,0,0,1,5,1508284800,223,2
46,38,7.1,10000,0,0,1,5,1527552000,219,2
45,26834,57,1000000,0,0,1,5,1532390400,242,2
41,119,3.7,50000,0,0,1,5,1532304000,227,2
39,2277,22,500000,0,0,1,5,1531353600,223,2
44,2280,24,500000,0,0,1,5,1526256000,219,2
41,654,7.4,100000,0,0,4,5,1531785600,227,2
46,184,21,10000,0,0,1,5,1530489600,227,2
38,9,3.4,5000,0,0,1,5,1528329600,219,2
41,77,2.9,10000,0,0,3,5,1502150400,160,2
41,35,3.1,10000,0,0,2,5,1512950400,185,2
40,364,6.4,100000,0,0,1,5,1527120000,223,2
43,18,3.2,5000,0,0,1,5,1527811200,223,2
45,473,8.2,100000,0,0,3,5,1488326400,98,2
41,30,9.9,10000,0,0,3,5,1516752000,185,2
41,66,2.9,10000,0,0,1,5,1522886400,223,2
37,3871,23,1000000,0,0,1,5,1532908800,219,2
47,257,4.6,50000,0,0,1,5,1502064000,223,2
42,62,3.1,10000,0,0,1,5,1527465600,223,2
46,2914724,21.5161654357743,100000000,0,0,4,7,1533081600,267,3
45,1857,4.9,50000,0,0,1,7,1533254400,236,3
46,4478,9.5,100000,0,0,2,7,1501459200,219,3
44,577550,21.5161654357743,10000000,0,0,1,7,1533168000,267,3
42,814080,21.5161654357743,100000000,0,0,4,7,1532649600,267,3
45,246315,21.5161654357743,10000000,0,0,1,7,1437091200,91,3
45,454060,21.5161654357743,10000000,0,0,1,7,1526601600,267,3
45,155446,21.5161654357743,10000000,0,0,4,7,1524614400,267,3
45,418,4.2,100000,0,0,1,7,1522108800,227,3
44,22486,5.4,1000000,0,0,4,7,1528243200,219,3
45,203130,21.5161654357743,10000000,0,0,1,7,1530144000,267,3
46,1435,2.8,500000,0,0,1,7,1516492800,219,3
48,116507,5,1000000,0,0,4,7,1533081600,223,3
39,1433233,21.5161654357743,1000000000,0,0,4,7,1533254400,267,3
46,90468,5.9,5000000,0,0,1,7,1527379200,160,3
42,860,13,100000,0,0,1,7,1531785600,223,3
41,363934,7.1,10000000,0,0,1,7,1531267200,227,3
47,967,6.7,500000,0,0,1,7,1533340800,223,3
42,87873,21.5161654357743,10000000,0,0,4,7,1527465600,267,3
43,17506,17,1000000,0,0,1,7,1532044800,227,3
33,1862,19,1000000,0,0,1,7,1524787200,227,3
46,2084,6.7,500000,0,0,1,7,1526515200,160,3
48,47303,21,1000000,0,0,1,7,1527897600,227,3
47,19080,21.5161654357743,500000,0,0,1,7,1524614400,267,3
41,161,2.7,10000,0,0,1,7,1531440000,160,3
41,85842,37,5000000,0,0,1,7,1529884800,219,3
